WEEK_START,TEAM_ABBREVIATION,GAMES_THIS_WEEK,BACK_TO_BACKS,AVERAGE_REST,MIN_REST,MAX_REST
2026-03-09,UTA,4,0,1.0,1.0,1.0
2026-03-09,WAS,3,0,1.0,1.0,1.0
2026-03-16,ATL,4,1,0.75,0.0,1.0
2026-03-16,BKN,4,0,1.0,1.0,1.0
2026-03-16,BOS,4,0,1.0,1.0,1.0
2026-03-16,CHA,3,0,1.33,1.0,2.0
2026-03-16,CHI,3,1,1.0,0.0,2.0
2026-03-16,CLE,3,0,1.0,1.0,1.0
2026-03-16,DAL,3,1,1.0,0.0,2.0
2026-03-16,DEN,4,1,1.0,0.0,2.0
2026-03-16,DET,3,1,0.67,0.0,1.0
2026-03-16,GSW,4,2,0.5,0.0,1.0
2026-03-16,HOU,4,1,1.0,0.0,2.0
2026-03-16,IND,3,1,1.0,0.0,2.0
2026-03-16,LAC,4,1,0.75,0.0,1.0
2026-03-16,LAL,4,1,0.75,0.0,1.0
2026-03-16,MEM,4,1,1.0,0.0,2.0
2026-03-16,MIA,3,0,1.33,1.0,2.0
2026-03-16,MIL,3,0,1.0,1.0,1.0
2026-03-16,MIN,4,1,0.75,0.0,1.0
2026-03-16,NOP,4,1,1.0,0.0,2.0
2026-03-16,NYK,3,0,1.33,1.0,2.0
2026-03-16,OKC,3,1,1.0,0.0,2.0
2026-03-16,ORL,4,1,0.75,0.0,1.0
2026-03-16,PHI,3,0,1.0,1.0,1.0
2026-03-16,PHX,5,2,0.8,0.0,2.0
2026-03-16,POR,4,1,0.75,0.0,1.0
2026-03-16,SAC,3,0,1.33,1.0,2.0
2026-03-16,SAS,4,1,0.75,0.0,1.0
2026-03-16,TOR,3,0,1.33,1.0,2.0
2026-03-16,UTA,3,1,1.0,0.0,2.0
2026-03-16,WAS,5,2,0.6,0.0,1.0
2026-03-23,ATL,4,1,0.75,0.0,1.0
2026-03-23,BKN,4,1,0.75,0.0,1.0
2026-03-23,BOS,3,0,1.33,1.0,2.0
2026-03-23,CHA,4,1,1.0,0.0,2.0
2026-03-23,CHI,4,1,1.25,0.0,3.0
2026-03-23,CLE,3,1,1.0,0.0,2.0
2026-03-23,DAL,3,0,1.0,1.0,1.0
2026-03-23,DEN,4,1,0.75,0.0,1.0
2026-03-23,DET,4,1,1.0,0.0,2.0
2026-03-23,GSW,4,0,1.0,1.0,1.0
2026-03-23,HOU,4,0,1.0,1.0,1.0
2026-03-23,IND,4,0,1.0,1.0,1.0
2026-03-23,LAC,4,0,1.0,1.0,1.0
2026-03-23,LAL,3,0,1.0,1.0,1.0
2026-03-23,MEM,4,1,0.75,0.0,1.0
2026-03-23,MIA,4,0,1.0,1.0,1.0
2026-03-23,MIL,4,1,1.0,0.0,2.0
2026-03-23,MIN,2,0,2.0,2.0,2.0
2026-03-23,NOP,4,1,1.0,0.0,2.0
2026-03-23,NYK,3,0,1.33,1.0,2.0
2026-03-23,OKC,4,0,1.0,1.0,1.0
2026-03-23,ORL,4,1,1.0,0.0,2.0
2026-03-23,PHI,3,0,1.33,1.0,2.0
2026-03-23,PHX,2,0,2.0,1.0,3.0
2026-03-23,POR,4,1,0.75,0.0,1.0
2026-03-23,SAC,4,1,0.75,0.0,1.0
2026-03-23,SAS,3,0,1.33,1.0,2.0
2026-03-23,TOR,4,1,0.75,0.0,1.0
2026-03-23,UTA,4,1,0.75,0.0,1.0
2026-03-23,WAS,3,0,1.33,1.0,2.0
2026-03-30,ATL,3,0,1.0,1.0,1.0
2026-03-30,BKN,3,0,1.33,1.0,2.0
2026-03-30,BOS,4,1,0.75,0.0,1.0
2026-03-30,CHA,4,1,0.75,0.0,1.0
2026-03-30,CHI,4,0,1.0,1.0,1.0
2026-03-30,CLE,4,1,1.25,0.0,2.0
2026-03-30,DAL,4,1,1.25,0.0,2.0
2026-03-30,DEN,2,0,2.0,2.0,2.0
2026-03-30,DET,4,1,0.75,0.0,1.0
2026-03-30,GSW,3,1,1.33,0.0,2.0
2026-03-30,HOU,4,1,0.75,0.0,1.0
2026-03-30,IND,3,0,1.33,1.0,2.0
2026-03-30,LAC,3,0,1.33,1.0,2.0
2026-03-30,LAL,4,1,1.25,0.0,2.0
2026-03-30,MEM,4,0,1.0,1.0,1.0
2026-03-30,MIA,3,1,1.0,0.0,2.0
2026-03-30,MIL,4,1,0.75,0.0,1.0
2026-03-30,MIN,4,1,1.0,0.0,2.0
2026-03-30,NOP,3,1,1.33,0.0,3.0
2026-03-30,NYK,3,1,0.67,0.0,1.0
2026-03-30,OKC,3,1,1.33,0.0,2.0
2026-03-30,ORL,4,1,0.75,0.0,1.0
2026-03-30,PHI,4,1,0.75,0.0,1.0
2026-03-30,PHX,4,1,1.0,0.0,2.0
2026-03-30,POR,2,0,1.0,1.0,1.0
2026-03-30,SAC,3,0,1.33,1.0,2.0
2026-03-30,SAS,4,1,0.75,0.0,1.0
2026-03-30,TOR,4,1,0.75,0.0,1.0
2026-03-30,UTA,4,0,1.0,1.0,1.0
2026-03-30,WAS,4,2,0.75,0.0,2.0
2026-04-06,ATL,4,0,1.25,1.0,2.0
2026-04-06,BKN,4,1,0.75,0.0,1.0
2026-04-06,BOS,4,1,0.75,0.0,1.0
2026-04-06,CHA,3,0,1.33,1.0,2.0
2026-04-06,CHI,4,1,0.75,0.0,1.0
2026-04-06,CLE,4,1,0.75,0.0,1.0
2026-04-06,DAL,4,1,0.75,0.0,1.0
2026-04-06,DEN,4,0,1.0,1.0,1.0
2026-04-06,DET,4,0,1.0,1.0,1.0
2026-04-06,GSW,4,1,0.75,0.0,1.0
2026-04-06,HOU,4,1,0.75,0.0,1.0
2026-04-06,IND,4,1,0.75,0.0,1.0
2026-04-06,LAC,4,1,0.75,0.0,1.0
2026-04-06,LAL,4,1,0.75,0.0,1.0
2026-04-06,MEM,4,1,0.75,0.0,1.0
2026-04-06,MIA,4,1,1.0,0.0,2.0
2026-04-06,MIL,4,1,0.75,0.0,1.0
2026-04-06,MIN,4,1,0.75,0.0,1.0
2026-04-06,NOP,3,0,1.33,1.0,2.0
2026-04-06,NYK,4,1,1.25,0.0,2.0
2026-04-06,OKC,4,1,0.75,0.0,1.0
2026-04-06,ORL,4,1,0.75,0.0,1.0
2026-04-06,PHI,4,1,1.0,0.0,2.0
2026-04-06,PHX,4,1,0.75,0.0,1.0
2026-04-06,POR,4,0,1.5,1.0,3.0
2026-04-06,SAC,3,0,1.33,1.0,2.0
2026-04-06,SAS,4,0,1.0,1.0,1.0
2026-04-06,TOR,4,1,0.75,0.0,1.0
2026-04-06,UTA,3,0,1.33,1.0,2.0
2026-04-06,WAS,4,1,0.75,0.0,1.0
